Unnamed: 0,brand,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,weight,warranty,Touchscreen,msoffice,Price,rating,Number of Ratings,Number of Reviews
790,ASUS,AMD,Ryzen 7,0,4,DDR4,1024,0,Windows,64-bit,0,Casual,1,No,No,111000.0,3,0.0,0
791,ASUS,AMD,Ryzen 7,0,16,LPDDR4X,1024,0,Windows,64-bit,0,ThinNlight,1,No,Yes,84970.0,3,2.0,1
792,HP,AMD,Ryzen 7,0,16,DDR4,256,1024,Windows,64-bit,4,Gaming,1,No,Yes,75990.0,4,348.75,45
793,acer,AMD,Ryzen 7,0,16,DDR4,256,1024,Windows,64-bit,6,Casual,1,No,No,89990.0,4,272.0,36
794,acer,AMD,Ryzen 7,0,16,DDR4,256,1024,Windows,64-bit,4,Casual,0,No,No,81990.0,4,141.0,24
795,Lenovo,AMD,Ryzen 7,0,4,DDR4,512,1024,Windows,32-bit,0,Casual,0,No,No,80490.0,3,0.0,0
796,ASUS,AMD,Ryzen 9,0,16,DDR4,1024,0,Windows,64-bit,6,Casual,1,No,No,135990.0,3,0.0,0
797,ASUS,AMD,Ryzen 9,0,16,DDR4,1024,0,Windows,32-bit,0,Casual,1,No,No,154947.5,4,194.0,42
798,ASUS,AMD,Ryzen 9,0,16,DDR4,1024,0,Windows,64-bit,8,Casual,1,No,Yes,154947.5,4,9.0,2
799,ASUS,AMD,Ryzen 9,0,16,DDR4,1024,0,Windows,64-bit,4,Casual,0,No,No,114990.0,4,28.0,4
800,ASUS,AMD,Ryzen 9,0,16,DDR4,1024,0,Windows,64-bit,6,Casual,1,No,Yes,129990.0,4,204.0,35
801,ASUS,AMD,Ryzen 9,0,16,LPDDR4X,1024,0,Windows,64-bit,4,Casual,1,Yes,Yes,114990.0,4,32.0,6
802,MSI,AMD,Ryzen 9,0,4,DDR4,1024,0,Windows,64-bit,0,Casual,0,No,No,146990.0,3,0.0,0
803,ASUS,AMD,Ryzen 9,0,4,DDR4,1024,0,Windows,64-bit,0,Casual,1,No,No,104990.0,4,14.0,2
804,ASUS,AMD,Ryzen 9,0,4,LPDDR4X,1024,0,Windows,64-bit,4,Casual,1,Yes,No,114990.0,4,14.0,1
805,ASUS,AMD,Ryzen 9,0,4,LPDDR4X,1024,0,Windows,64-bit,4,Casual,1,Yes,Yes,124990.0,5,3.0,0
806,ASUS,AMD,Ryzen 9,0,4,LPDDR4X,1024,0,Windows,64-bit,0,Casual,0,Yes,No,134990.0,3,0.0,0
807,HP,AMD,Ryzen 9,0,4,DDR4,1024,0,Windows,64-bit,8,Casual,1,No,Yes,141990.0,3,0.0,0
808,ASUS,AMD,Ryzen 9,0,4,DDR4,1024,0,Windows,64-bit,0,Casual,1,No,No,129990.0,3,0.0,0
809,ASUS,AMD,Ryzen 9,0,4,LPDDR4X,1024,0,Windows,64-bit,4,Casual,1,Yes,Yes,142990.0,4,4.0,1
810,ASUS,AMD,Ryzen 9,0,4,DDR4,1024,0,Windows,64-bit,0,Casual,1,No,No,121990.0,3,0.0,0
811,ASUS,AMD,Ryzen 9,0,4,LPDDR4X,1024,0,Windows,64-bit,4,Casual,1,Yes,Yes,124990.0,4,44.0,12
812,ASUS,AMD,Ryzen 9,0,4,DDR4,1024,0,Windows,64-bit,6,Casual,0,No,No,141990.0,4,61.0,13
813,ASUS,AMD,Ryzen 9,0,4,DDR4,1024,0,Windows,64-bit,4,Casual,1,No,No,154947.5,3,0.0,0
814,ASUS,AMD,Ryzen 9,0,4,DDR4,1024,0,Windows,64-bit,0,Casual,1,No,No,130500.0,3,0.0,0
815,ASUS,AMD,Ryzen 9,0,4,DDR4,1024,0,Windows,64-bit,4,Casual,0,No,No,116990.0,3,0.0,0
816,ASUS,AMD,Ryzen 9,0,4,DDR4,1024,0,Windows,32-bit,6,Casual,0,No,No,138990.0,3,0.0,0
817,ASUS,AMD,Ryzen 9,0,4,LPDDR4X,1024,0,Windows,64-bit,4,Casual,1,Yes,Yes,154947.5,3,0.0,0
818,ASUS,AMD,Ryzen 9,0,4,DDR4,1024,0,Windows,64-bit,0,Casual,1,No,No,135990.0,3,0.0,0
819,ASUS,AMD,Ryzen 9,0,4,DDR4,1024,0,Windows,64-bit,0,Casual,1,No,No,144990.0,3,0.0,0
820,ASUS,AMD,Ryzen 9,0,4,DDR4,1024,0,Windows,64-bit,4,Casual,1,No,No,149990.0,3,0.0,0
821,ASUS,AMD,Ryzen 9,0,4,DDR4,1024,0,Windows,64-bit,4,Casual,1,No,No,142990.0,3,0.0,0
822,Lenovo,AMD,Ryzen 5,10,8,DDR4,512,0,DOS,64-bit,0,ThinNlight,0,No,No,57490.0,4,18.0,4
